school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
JURONG WEST SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENT LEADERSHIP
JURONG WEST SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VIDEO AND INFORMATION TECHNOLOGY CLUB,na
JURONG WEST SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCIENCE CLUB,na
JURONG WEST SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ARTS AND INNOVATION CLUB,ART CLUB
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,CANOEING/ROWING/DRAGON BOAT,CANOEING
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MALAY,MALAY DANCE
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,CONCERT BAND
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART & CRAFT
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,OUTDOOR ADVENTURE CLUB
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENVIRONMENTAL CLUB,ENVIRONMENT CLUB
BEDOK GREEN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,ATHLETICS
NORTH VISTA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,GOLF,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,na
NORTH VISTA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA CLUB
NORTH VISTA SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,OUTDOOR ACTIVITIES CLUB,ODAC
NORTH VISTA SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
ADMIRALTY SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON
EDGEFIELD SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,AIR PISTOL/ SHOOTING
EDGEFIELD SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC (SEA),na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - HARMONICA,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - PERCUSSION,FESTIVE DRUMS
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH LITERARY DRAMA AND DEBATE SOCIETY
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
EDGEFIELD SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE CLUB,NEW MEDIA CLUB
EDGEFIELD SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INNOVATION SOCIETY,THINKERS SOCIETY
EDGEFIELD SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ENTREPRENEUR CLUB,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SINGAPORE RED CROSS SOCIETY,RED CROSS YOUTH
MERIDIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
MERIDIAN SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,NCDCC
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - ANGKLUNG/KULINTANG,MERIDIAN NUSANTARA ORCHESTRA
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - MODERN,DANCE CLUB
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,DRAMA & DEBATING SOCIETY
MERIDIAN SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - CONCERT,SYMPHONIC BAND
MERIDIAN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS CLUB,na
MERIDIAN SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MEDIA RESOURCE AND IT CLUB,MEDIA CLUB
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,AIR RIFLE/SHOOTING
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,AIR RIFLE / SHOOTING,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,NETBALL (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,SOCCER (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,FOOTBALL,SOCCER (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,SOFTBALL (GIRLS)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,SOFTBALL,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SAILING,SAILING (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,SAILING,SAILING (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TRACK & FIELD,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TRACK & FIELD,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TENNIS,TENNIS (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TENNIS,TENNIS (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,TAEKWONDO (JUNIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TAEKWONDO,TAEKWONDO (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,na
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TEN-PIN BOWLING,BOWLING (JUNIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TEN-PIN BOWLING,BOWLING (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,GOLF,GOLF (JUNIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,GOLF,GOLF(SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,GIRL GUIDES,na
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,NPCC,na
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,ST. JOHN BRIGADE,ST. JOHN BRIGADE
DUNMAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,SCOUTS,na
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE (Senior High)
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING ENSEMBLE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - STRING,STRING ENSEMBLE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,SYMPHONIC BAND
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG ENSEMBLE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUZHENG,GUZHENG ENSEMBLE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,INTERNATIONAL DANCE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - INTERNATIONAL,INTERNATIONAL DANCE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DANCE - CHINESE,CHINESE DANCE
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CHINESE DRAMA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - CHINESE,CHINESE DRAMA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - ENGLISH,ENGLISH DRAMA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,DRAMA - OPERA/OPERATTA,BEIJING OPERA
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,DRAMA - OPERA/OPERATTA,BEIJING OPERA
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ART AND CRAFT CLUB,ART CLUB
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMPUTER CLUB,ROBOTICS CLUB
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMPUTER CLUB,ROBOTICS CLUB
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,ORATORICAL SOCIETY
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,DEBATING AND ORATORICAL SOCIETY,ORATORICAL SOCIETY (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,JAPANESE CLUB,JAPANESE CULTURAL CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,JAPANESE CLUB,JAPANESE CULTURAL CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,LIBRARY COUNCIL,LIBRARY SOCIETY
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,LIBRARY COUNCIL,LIBRARY SOCIETY
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE (By Scouts)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,LION DANCE TROUPE,LION DANCE (By Scouts)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS & SCIENCE PROGRAMME (MATHEMATICS)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,MATHEMATICS SOCIETY,MATHEMATICS & SCIENCE PROGRAMME (Mathematics)
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAHIC SOCIETY(SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHIC SOCIETY(SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,na
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE SOCIETY (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE SOCIETY ( SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,SINGAPORE YOUTH FLYING CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,SINGAPORE YOUTH FLYING CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY SOCIETY,CHINESE CALLIGRAPHY
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY SOCIETY,CHINESE CALLIGRAPHY
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COLLEGE PUBLICATIONS,PUBLICATIONS (Senior High)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COLLEGE PUBLICATIONS,PUBLICATIONS (Senior High)
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,COMMUNITY SERVICE CLUB,COMMUNITY SERVICE CLUB (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,COMMUNITY SERVICE CLUB,na
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,PA CREW,PA CREW (SENIOR HIGH)
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,PA CREW,na
DUNMAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
DUNMAN HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,INFOCOM CLUB,INFOCOMM CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BADMINTON,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,NETBALL,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,SOFTBALL,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,TABLE TENNIS,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,WUSHU,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
RIVER VALLEY HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,FLOORBALL
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,PHYSICAL SPORTS,FLOORBALL,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,GIRL GUIDES,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NPCC,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,NPCC,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,ST. JOHN BRIGADE,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,SCOUTS,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NCC (LAND),na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,UNIFORMED GROUPS,NCC (LAND),na
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ORCHESTRA - CHINESE,CHINESE ORCHESTRA
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,CHOIR,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,ENSEMBLE - GUITAR,GUITAR ENSEMBLE
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,CONCERT BAND
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,BAND - SYMPHONIC,CONCERT BAND
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,HISTORY/CURRENT AFFAIRS SOCIETY,HISTORY AND CURRENT AFFAIRS SOCIETY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,HISTORY/CURRENT AFFAIRS SOCIETY,HISTORY AND CURRENT AFFAIRS SOCIETY
RIVER VALLEY HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHY CLUB
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,VISUAL AND PERFORMING ARTS,PHOTOGRAPHIC SOCIETY,PHOTOGRAPHY CLUB
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENT LEADERSHIP DEVELOPMENT ACADEMY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,STUDENTS' COUNCIL,STUDENT LEADERSHIP DEVELOPMENT ACADEMY
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SCIENCE SOCIETY,SCIENCE LEADERS ACADEMY
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,SINGAPORE YOUTH FLYING CLUB,na
RIVER VALLEY HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,EDITORIAL BOARD,LIBRARY AND EDITORIAL CLUB
RIVER VALLEY HIGH SCHOOL,JUNIOR COLLEGE,CLUBS AND SOCIETIES,EDITORIAL BOARD,LIBRARY AND EDITORIAL CLUB
